Date,Close,rendement,taux de rendement,Volume,,
28/01/2010,2737.330078,-50.069824,-1.796291374,0,,
29/01/2010,2776.830078,39.5,1.443011945,0,,
01/02/2010,2793.290039,16.459961,0.592760829,0,,
02/02/2010,2830.01001,36.719971,1.314577809,0,,
03/02/2010,2804.610107,-25.399903,-0.8975199,0,,
04/02/2010,2707.449951,-97.160156,-3.464301714,0,,
05/02/2010,2631.639893,-75.810058,-2.800053902,0,,
08/02/2010,2664.290039,32.650146,1.240676815,0,,
09/02/2010,2668.429932,4.139893,0.155384472,0,,
10/02/2010,2700.169922,31.73999,1.189463123,0,,
11/02/2010,2680.25,-19.919922,-0.737728461,0,,
12/02/2010,2674.459961,-5.790039,-0.21602608,0,,
15/02/2010,2683.830078,9.370117,0.350355479,0,,
16/02/2010,2720.77002,36.939942,1.376389001,0,,
17/02/2010,2762.25,41.47998,1.524567666,0,,
18/02/2010,2778.300049,16.050049,0.581049833,0,,
19/02/2010,2793.370117,15.070068,0.542420463,0,,
22/02/2010,2778.120117,-15.25,-0.545935532,0,,
23/02/2010,2730.570068,-47.550049,-1.711590824,0,,
24/02/2010,2734.949951,4.379883,0.16040178,0,,
25/02/2010,2684.419922,-50.530029,-1.847566862,0,,
26/02/2010,2728.469971,44.050049,1.640952246,0,,
01/03/2010,2772.699951,44.22998,1.621054308,0,,
02/03/2010,2784,11.300049,0.407546767,0,,
03/03/2010,2822.590088,38.590088,1.386138218,0,,
04/03/2010,2816.100098,-6.48999,-0.229930305,0,,
05/03/2010,2877.439941,61.339843,2.178184044,0,,
08/03/2010,2879.290039,1.850098,0.064296668,0,,
09/03/2010,2880.709961,1.419922,0.049315004,0,,
10/03/2010,2909.399902,28.689941,0.995932995,0,,
11/03/2010,2895.73999,-13.659912,-0.469509605,0,,
12/03/2010,2898.360107,2.620117,0.090481777,0,,
15/03/2010,2870.550049,-27.810058,-0.959510101,0,,
16/03/2010,2905.929932,35.379883,1.23251232,0,,
17/03/2010,2931.310059,25.380127,0.87339088,0,,
18/03/2010,2913.73999,-17.570069,-0.599393058,0,,
19/03/2010,2897.949951,-15.790039,-0.541916542,0,,
22/03/2010,2890.75,-7.199951,-0.248449805,0,,
23/03/2010,2910.52002,19.77002,0.683906253,0,,
24/03/2010,2900.139893,-10.380127,-0.356641663,0,,
25/03/2010,2939.899902,39.760009,1.370968659,0,,
26/03/2010,2940.939941,1.040039,0.035376681,0,,
29/03/2010,2947.48999,6.550049,0.222719577,0,,
30/03/2010,2939.679932,-7.810058,-0.264973181,0,,
31/03/2010,2931.159912,-8.52002,-0.289828151,0,,
01/04/2010,2978.5,47.340088,1.6150633,0,,
06/04/2010,2989.48999,10.98999,0.368977338,0,,
07/04/2010,2974.620117,-14.869873,-0.497405011,0,,
08/04/2010,2942.310059,-32.310058,-1.086191067,0,,
09/04/2010,2993.540039,51.22998,1.741148247,0,,
12/04/2010,3002.22998,8.689941,0.290289787,0,,
13/04/2010,2988.23999,-13.98999,-0.46598662,0,,
14/04/2010,3008.030029,19.790039,0.662264044,0,,
15/04/2010,3012.649902,4.619873,0.15358467,0,,
16/04/2010,2949.649902,-63,-2.09118225,0,,
19/04/2010,2940.189941,-9.459961,-0.320714706,0,,
20/04/2010,2983.909912,43.719971,1.486977776,0,,
21/04/2010,2947.639893,-36.270019,-1.215519907,0,,
22/04/2010,2897.590088,-50.049805,-1.697961991,0,,
23/04/2010,2918.110107,20.520019,0.708175359,0,,
26/04/2010,2947.040039,28.929932,0.991392749,0,,
27/04/2010,2838.780029,-108.26001,-3.673516768,0,,
28/04/2010,2788.540039,-50.23999,-1.769773969,0,,
29/04/2010,2828.120117,39.580078,1.419383529,0,,
30/04/2010,2816.860107,-11.26001,-0.398144687,0,,
03/05/2010,2816.5,-0.360107,-0.012783986,0,,
04/05/2010,2708.120117,-108.379883,-3.848034191,0,,
05/05/2010,2679.300049,-28.820068,-1.064209369,0,,
06/05/2010,2611.409912,-67.890137,-2.533875854,0,,
07/05/2010,2500.179932,-111.22998,-4.259384154,0,,
10/05/2010,2758.889893,258.709961,10.34765369,0,,
11/05/2010,2730.47998,-28.409913,-1.029758856,0,,
12/05/2010,2764.310059,33.830079,1.2389792,0,,
13/05/2010,2764.310059,33.830079,1.2389792,0,,
14/05/2010,2633.919922,-130.390137,-4.716914319,0,,
17/05/2010,2635.340088,1.420166,0.053918344,0,,
18/05/2010,2698.209961,62.869873,2.38564553,0,,
19/05/2010,2619.47998,-78.729981,-2.917859697,0,,
20/05/2010,2569.580078,-49.899902,-1.904954509,0,,
21/05/2010,2574.179932,4.599854,0.179011895,0,,
25/05/2010,2488.5,-85.679932,-3.328436017,0,,
25/05/2010,2488.5,-85.679932,-3.328436017,0,,
26/05/2010,2530.340088,41.840088,1.681337673,0,,
27/05/2010,2619.360107,89.020019,3.518104915,0,,
28/05/2010,2614.060059,-5.300048,-0.202341327,0,,
31/05/2010,2610.26001,-3.800049,-0.145369613,0,,
01/06/2010,2606.580078,-3.679932,-0.140979519,0,,
02/06/2010,2601.97998,-4.600098,-0.17648021,0,,
03/06/2010,2634.159912,32.179932,1.236747871,0,,
04/06/2010,2553.590088,-80.569824,-3.058653487,0,,
07/06/2010,2529.969971,-23.620117,-0.924976844,0,,
08/06/2010,2510.840088,-19.129883,-0.756130832,0,,
09/06/2010,2556.679932,45.839844,1.825677558,0,,
10/06/2010,2608.73999,52.060058,2.036236814,0,,
11/06/2010,2638.310059,29.570069,1.133500047,0,,
14/06/2010,2683.459961,45.149902,1.711319026,0,,
15/06/2010,2716.300049,32.840088,1.22379646,0,,
16/06/2010,2718.72998,2.429931,0.089457385,0,,
17/06/2010,2728.120117,9.390137,0.345386893,0,,
18/06/2010,2737.02002,8.899903,0.326228414,0,,
21/06/2010,2768.27002,31.25,1.141752701,0,,
22/06/2010,2745.969971,-22.300049,-0.805559026,0,,
23/06/2010,2704.800049,-41.169922,-1.499285223,0,,
24/06/2010,2645.320068,-59.479981,-2.199052792,0,,
25/06/2010,2629.25,-16.070068,-0.607490496,0,,
28/06/2010,2668.669922,39.419922,1.499283902,0,,
29/06/2010,2556.340088,-112.329834,-4.209206732,0,,
30/06/2010,2573.320068,16.97998,0.664230087,0,,
01/07/2010,2518.649902,-54.670166,-2.124499268,0,,
02/07/2010,2522.360107,3.710205,0.147309279,0,,
05/07/2010,2507.830078,-14.530029,-0.576048954,0,,
06/07/2010,2578.689941,70.859863,2.825544825,0,,
07/07/2010,2634.389893,55.699952,2.160009667,0,,
08/07/2010,2666.419922,32.030029,1.215842389,0,,
09/07/2010,2681.199951,14.780029,0.554302377,0,,
12/07/2010,2686.090088,4.890137,0.182386136,0,,
13/07/2010,2737.590088,51.5,1.917284913,0,,
14/07/2010,2738.959961,1.369873,0.050039376,0,,
15/07/2010,2702.810059,-36.149902,-1.319840469,0,,
16/07/2010,2645.610107,-57.199952,-2.11631416,0,,
19/07/2010,2634.600098,-11.010009,-0.416161436,0,,
20/07/2010,2627.280029,-7.320069,-0.277843647,0,,
21/07/2010,2639.52002,12.239991,0.465880716,0,,
22/07/2010,2714.209961,74.689941,2.829678897,0,,
23/07/2010,2719.129883,4.919922,0.181265343,0,,
26/07/2010,2743.120117,23.990234,0.882276134,0,,
27/07/2010,2769.310059,26.189942,0.954750098,0,,
28/07/2010,2766.110107,-3.199952,-0.115550514,0,,
29/07/2010,2752.929932,-13.180175,-0.476487721,0,,
30/07/2010,2742.139893,-10.790039,-0.391947462,0,,
02/08/2010,2822.169922,80.030029,2.91852466,0,,
03/08/2010,2818.969971,-3.199951,-0.113386192,0,,
04/08/2010,2825.080078,6.110107,0.216749631,0,,
05/08/2010,2819.340088,-5.73999,-0.203179727,0,,
06/08/2010,2779.340088,-40,-1.418771725,0,,
09/08/2010,2827.27002,47.929932,1.724507634,0,,
10/08/2010,2800.02002,-27.25,-0.963827289,0,,
11/08/2010,2724.159912,-75.860108,-2.7092702,0,,
12/08/2010,2720.850098,-3.309814,-0.121498521,0,,
13/08/2010,2708.72998,-12.120118,-0.445453353,0,,
16/08/2010,2698.290039,-10.439941,-0.385418299,0,,
17/08/2010,2737.689941,39.399902,1.460180389,0,,
18/08/2010,2728.659912,-9.030029,-0.329841187,0,,
19/08/2010,2675.02002,-53.639892,-1.965796168,0,,
20/08/2010,2643.97998,-31.04004,-1.160366643,0,,
23/08/2010,2660.840088,16.860108,0.63767911,0,,
24/08/2010,2614.540039,-46.300049,-1.740053798,0,,
25/08/2010,2587.399902,-27.140137,-1.038046333,0,,
26/08/2010,2606.889893,19.489991,0.753265507,0,,
27/08/2010,2630.350098,23.460205,0.899930797,0,,
30/08/2010,2616.570068,-13.78003,-0.523885775,0,,
31/08/2010,2622.949951,6.379883,0.243826186,0,,
01/09/2010,2715.27002,92.320069,3.519703796,0,,
02/09/2010,2715.189941,-0.080079,-0.002949209,0,,
03/09/2010,2746.22998,31.040039,1.143199543,0,,
06/09/2010,2753.600098,7.370118,0.268372207,0,,
07/09/2010,2727.159912,-26.440186,-0.96020428,0,,
08/09/2010,2752.889893,25.729981,0.943471664,0,,
09/09/2010,2782.429932,29.540039,1.073055594,0,,
10/09/2010,2780.399902,-2.03003,-0.07295889,0,,
13/09/2010,2805.060059,24.660157,0.886928423,0,,
14/09/2010,2806.469971,1.409912,0.050263166,0,,
15/09/2010,2794.360107,-12.109864,-0.431498079,0,,
16/09/2010,2784.610107,-9.75,-0.348917091,0,,
17/09/2010,2757.370117,-27.23999,-0.978233539,0,,
20/09/2010,2802.669922,45.299805,1.642862694,0,,
21/09/2010,2794.550049,-8.119873,-0.289719204,0,,
22/09/2010,2752.77002,-41.780029,-1.495053882,0,,
23/09/2010,2738.610107,-14.159913,-0.514387795,0,,
24/09/2010,2792.75,54.139893,1.976911312,0,,
27/09/2010,2776.330078,-16.419922,-0.587948151,0,,
28/09/2010,2774.620117,-1.709961,-0.061590695,0,,
29/09/2010,2752.709961,-21.910156,-0.789663272,0,,
30/09/2010,2747.899902,-4.810059,-0.174739041,0,,
01/10/2010,2732.909912,-14.98999,-0.545507134,0,,
04/10/2010,2701.02002,-31.889892,-1.166884128,0,,
05/10/2010,2758.560059,57.540039,2.130307757,0,,
06/10/2010,2780,21.439941,0.777214943,0,,
07/10/2010,2786.879883,6.879883,0.247477806,0,,
08/10/2010,2785.429932,-1.449951,-0.052027754,0,,
11/10/2010,2789.719971,4.290039,0.154017121,0,,
12/10/2010,2775.75,-13.969971,-0.500766068,0,,
13/10/2010,2840.550049,64.800049,2.334505953,0,,
14/10/2010,2836.110107,-4.439942,-0.156305713,0,,
15/10/2010,2841.649902,5.539795,0.195330745,0,,
18/10/2010,2850.719971,9.070069,0.319183197,0,,
19/10/2010,2837.330078,-13.389893,-0.46970215,0,,
20/10/2010,2851.52002,14.189942,0.500116011,0,,
21/10/2010,2882.290039,30.770019,1.079074276,0,,
22/10/2010,2873.73999,-8.550049,-0.296640827,0,,
25/10/2010,2871.47998,-2.26001,-0.07864351,0,,
26/10/2010,2856.310059,-15.169921,-0.528296248,0,,
27/10/2010,2829.419922,-26.890137,-0.941429202,0,,
28/10/2010,2845.530029,16.110107,0.56937844,0,,
29/10/2010,2844.98999,-0.540039,-0.018978503,0,,
01/11/2010,2836.72998,-8.26001,-0.290335292,0,,
02/11/2010,2861.01001,24.28003,0.855916149,0,,
03/11/2010,2830.429932,-30.580078,-1.06885603,0,,
04/11/2010,2884.120117,53.690185,1.896891507,0,,
05/11/2010,2875.939941,-8.180176,-0.283628132,0,,
08/11/2010,2867.959961,-7.97998,-0.277473806,0,,
09/11/2010,2890.639893,22.679932,0.790803648,0,,
10/11/2010,2845.929932,-44.709961,-1.546715006,0,,
11/11/2010,2831.219971,-14.709961,-0.516877132,0,,
12/11/2010,2822.429932,-8.790039,-0.310468247,0,,
15/11/2010,2848.449951,26.020019,0.921901327,0,,
16/11/2010,2781.77002,-66.679931,-2.340919874,0,,
17/11/2010,2802.699951,20.929931,0.752396167,0,,
18/11/2010,2855.22998,52.530029,1.87426517,0,,
19/11/2010,2845.75,-9.47998,-0.332021591,0,,
22/11/2010,2811.429932,-34.320068,-1.20601135,0,,
23/11/2010,2739.370117,-72.059815,-2.563101935,0,,
