Date,Close,Rendement,Taux de rendement,Volume
28/01/2010,3688.790039,-71.01001,-1.888664532,168079800
29/01/2010,3739.459961,50.669922,1.373619031,149875800
01/02/2010,3762.01001,22.550049,0.603029561,119833200
02/02/2010,3812.129883,50.119873,1.332263148,134752600
03/02/2010,3793.469971,-18.659912,-0.489487834,124554600
04/02/2010,3689.25,-104.219971,-2.747351944,175687000
05/02/2010,3563.76001,-125.48999,-3.4015041,263299600
08/02/2010,3607.27002,43.51001,1.220901797,169862000
09/02/2010,3612.76001,5.48999,0.152192377,147671300
10/02/2010,3635.610107,22.850097,0.632483114,187758600
11/02/2010,3616.75,-18.860107,-0.51876044,261448600
12/02/2010,3599.070068,-17.679932,-0.488834783,186454000
15/02/2010,3609.219971,10.149903,0.282014598,109986800
16/02/2010,3669.040039,59.820068,1.657423723,147701400
17/02/2010,3725.209961,56.169922,1.530916027,149233400
18/02/2010,3747.830078,22.620117,0.607217237,132533000
19/02/2010,3769.540039,21.709961,0.579267484,137178400
22/02/2010,3756.699951,-12.840088,-0.340627447,147653400
23/02/2010,3707.060059,-49.639892,-1.321369624,149071400
24/02/2010,3715.679932,8.619873,0.232525852,128846800
25/02/2010,3640.77002,-74.909912,-2.016048566,171807600
26/02/2010,3708.800049,68.030029,1.868561558,151634000
01/03/2010,3769.540039,60.73999,1.637726197,145259800
02/03/2010,3811.919922,42.379883,1.124271995,120318200
03/03/2010,3842.52002,30.600098,0.802747661,123313800
04/03/2010,3828.409912,-14.110108,-0.367209746,148795800
05/03/2010,3910.419922,82.01001,2.142142871,153790200
08/03/2010,3903.540039,-6.879883,-0.175937192,112178600
09/03/2010,3910.01001,6.469971,0.165746244,125235600
10/03/2010,3943.550049,33.540039,0.857799313,123160400
11/03/2010,3928.949951,-14.600098,-0.370227278,112501200
12/03/2010,3927.399902,-1.550049,-0.039451991,114568600
15/03/2010,3890.909912,-36.48999,-0.929113177,94752800
16/03/2010,3938.949951,48.040039,1.234673639,108838800
17/03/2010,3957.889893,18.939942,0.480837336,124548900
18/03/2010,3938.179932,-19.709961,-0.497991645,125638800
19/03/2010,3925.439941,-12.739991,-0.323499465,184326800
22/03/2010,3928,2.560059,0.065217123,119579800
23/03/2010,3952.550049,24.550049,0.625001247,111188200
24/03/2010,3949.810059,-2.73999,-0.069322082,132041600
25/03/2010,4000.47998,50.669921,1.282844497,137603800
26/03/2010,3988.929932,-11.550048,-0.288716555,105178200
29/03/2010,4000.659912,11.72998,0.294063325,99561400
30/03/2010,3987.409912,-13.25,-0.33119536,117886800
31/03/2010,3974.01001,-13.399902,-0.336055291,139164200
01/04/2010,4034.22998,60.21997,1.515345202,111669600
06/04/2010,4053.939941,19.709961,0.488568106,113667400
07/04/2010,4026.969971,-26.96997,-0.665277986,115462800
08/04/2010,3978.459961,-48.51001,-1.204628054,124318400
09/04/2010,4050.540039,72.080078,1.811758286,104637800
12/04/2010,4050.5,-0.040039,-0.000988485,106880000
13/04/2010,4031.98999,-18.51001,-0.456980867,126779600
14/04/2010,4057.699951,25.709961,0.637649425,136845000
15/04/2010,4065.649902,7.949951,0.195922594,136845000
16/04/2010,3986.629883,-79.020019,-1.943601168,191295400
19/04/2010,3970.469971,-16.159912,-0.405352703,0
20/04/2010,4026.649902,56.179931,1.41494411,119539400
21/04/2010,3977.669922,-48.97998,-1.216395296,138462800
22/04/2010,3924.649902,-53.02002,-1.332941673,189281900
23/04/2010,3951.300049,26.650147,0.679045206,161657800
26/04/2010,3997.389893,46.089844,1.166447585,129533400
27/04/2010,3844.600098,-152.789795,-3.822238988,164571600
28/04/2010,3787,-57.600098,-1.498207786,284113000
29/04/2010,3840.620117,53.620117,1.415899578,180090900
30/04/2010,3816.98999,-23.630127,-0.615268532,179653200
03/05/2010,3828.459961,11.469971,0.300497801,100879200
04/05/2010,3689.290039,-139.169922,-3.635141112,245235200
05/05/2010,3636.030029,-53.26001,-1.443638463,274467800
06/05/2010,3556.110107,-79.919922,-2.197999504,331062400
07/05/2010,3392.590088,-163.520019,-4.598283351,438501300
10/05/2010,3720.290039,327.699951,9.659285163,413011200
11/05/2010,3693.199951,-27.090088,-0.728171398,222168000
12/05/2010,3733.870117,40.670166,1.10121755,207577300
13/05/2010,3731.540039,-2.330078,-0.062403831,130644800
14/05/2010,3560.360107,-171.179932,-4.587380283,239780000
17/05/2010,3543.550049,-16.810058,-0.472144881,167306700
18/05/2010,3617.320068,73.770019,2.081811121,158030000
19/05/2010,3511.669922,-105.650146,-2.920674533,221007000
20/05/2010,3432.52002,-79.149902,-2.25391064,279907600
21/05/2010,3430.73999,-1.78003,-0.051857818,291508000
24/05/2010,3430.929932,0.189942,0.005536473,134297800
25/05/2010,3331.290039,-99.639893,-2.904165779,224325800
26/05/2010,3408.590088,77.300049,2.320423863,220441200
27/05/2010,3525.310059,116.719971,3.42428887,207762200
28/05/2010,3515.060059,-10.25,-0.290754567,153896600
31/05/2010,3507.560059,-7.5,-0.21336762,64323600
01/06/2010,3503.080078,-4.479981,-0.127723572,187823600
02/06/2010,3501.5,-1.580078,-0.045105392,143898400
03/06/2010,3557.340088,55.840088,1.594747622,163039000
04/06/2010,3455.610107,-101.729981,-2.859720423,223099000
07/06/2010,3413.719971,-41.890136,-1.212235602,175973200
08/06/2010,3380.360107,-33.359864,-0.977229072,177003000
09/06/2010,3446.77002,66.409913,1.964581018,167829200
10/06/2010,3516.639893,69.869873,2.027111545,172744600
11/06/2010,3555.52002,38.880127,1.105604446,177228600
14/06/2010,3626.040039,70.520019,1.983395357,155673600
15/06/2010,3661.51001,35.469971,0.978201306,152375600
16/06/2010,3675.929932,14.419922,0.393824459,166233600
17/06/2010,3683.080078,7.150146,0.194512576,147755800
18/06/2010,3687.209961,4.129883,0.11213123,197360200
21/06/2010,3736.149902,48.939941,1.327289238,131633000
22/06/2010,3705.320068,-30.829834,-0.82517658,136381400
23/06/2010,3641.790039,-63.530029,-1.714562516,133447000
24/06/2010,3555.360107,-86.429932,-2.373281575,151023400
25/06/2010,3519.72998,-35.630127,-1.00215241,144737600
28/06/2010,3576.449951,56.719971,1.61148643,110519000
29/06/2010,3432.98999,-143.459961,-4.011239161,176011800
30/06/2010,3442.889893,9.899903,0.288375528,169320000
01/07/2010,3339.899902,-102.989991,-2.991382071,188797200
02/07/2010,3348.370117,8.470215,0.253606852,161435300
05/07/2010,3332.459961,-15.910156,-0.475161211,82880200
06/07/2010,3423.360107,90.900146,2.727719074,139601000
07/07/2010,3483.439941,60.079834,1.754996031,161380200
08/07/2010,3538.25,54.810059,1.573446361,137177600
09/07/2010,3554.47998,16.22998,0.45870077,102697000
12/07/2010,3567.659912,13.179932,0.370797756,81693200
13/07/2010,3637.76001,70.100098,1.96487613,120330000
14/07/2010,3632.97998,-4.78003,-0.131400367,104902600
15/07/2010,3581.820068,-51.159912,-1.408207925,129048000
16/07/2010,3500.159912,-81.660156,-2.27985087,153679600
19/07/2010,3486.330078,-13.829834,-0.395120062,98873200
20/07/2010,3468.02002,-18.310058,-0.525195767,121121400
21/07/2010,3493.919922,25.899902,0.746821006,121735000
22/07/2010,3600.570068,106.650146,3.052449638,152198400
23/07/2010,3607.050049,6.479981,0.179970973,144253200
26/07/2010,3636.179932,29.129883,0.807581891,120159000
27/07/2010,3666.399902,30.21997,0.831091161,189935300
28/07/2010,3670.360107,3.960205,0.108013449,144008200
29/07/2010,3651.909912,-18.450195,-0.502680785,163107200
30/07/2010,3643.139893,-8.770019,-0.240148832,212444400
02/08/2010,3752.030029,108.890136,2.988908996,128950400
03/08/2010,3747.51001,-4.520019,-0.120468625,118021400
04/08/2010,3760.719971,13.209961,0.352499686,122176400
05/08/2010,3764.189941,3.46997,0.092268768,111002400
06/08/2010,3716.050049,-48.139892,-1.278891149,137452400
09/08/2010,3777.370117,61.320068,1.650141069,90481000
10/08/2010,3730.580078,-46.790039,-1.238693524,104085000
11/08/2010,3628.290039,-102.290039,-2.741933878,130808800
12/08/2010,3621.070068,-7.219971,-0.19899101,142554800
13/08/2010,3610.909912,-10.160156,-0.280584352,112094400
16/08/2010,3597.600098,-13.309814,-0.368600002,81349400
17/08/2010,3663.129883,65.529785,1.82148608,98604600
18/08/2010,3647.929932,-15.199951,-0.414944364,84809600
19/08/2010,3572.399902,-75.53003,-2.070490152,126822600
20/08/2010,3526.120117,-46.279785,-1.295481645,122422600
23/08/2010,3553.22998,27.109863,0.768829821,84709800
24/08/2010,3491.110107,-62.119873,-1.748264912,129505800
25/08/2010,3450.189941,-40.920166,-1.172124761,139057400
26/08/2010,3475.030029,24.840088,0.719962913,117566800
27/08/2010,3507.439941,32.409912,0.932651279,124786200
30/08/2010,3487.01001,-20.429931,-0.58247415,70376000
31/08/2010,3490.790039,3.780029,0.108403159,132464300
01/09/2010,3623.840088,133.050049,3.811459512,168577800
02/09/2010,3631.429932,7.589844,0.209442023,121208000
03/09/2010,3672.199951,40.770019,1.122698765,132819000
06/09/2010,3684.72998,12.530029,0.341213147,74534600
07/09/2010,3643.810059,-40.919921,-1.110526992,108087700
08/09/2010,3677.209961,33.399902,0.916620281,125221000
09/09/2010,3722.149902,44.939941,1.222120615,123690800
10/09/2010,3725.820068,3.670166,0.09860339,109389800
13/09/2010,3767.149902,41.329834,1.109281534,131294400
14/09/2010,3774.399902,7.25,0.192453186,118190200
15/09/2010,3755.639893,-18.760009,-0.497032892,117818000
16/09/2010,3736.300049,-19.339844,-0.514954696,107104400
17/09/2010,3722.02002,-14.280029,-0.382197062,278399800
20/09/2010,3788.01001,65.98999,1.772961716,142000600
21/09/2010,3784.399902,-3.610108,-0.09530355,146668200
22/09/2010,3735.050049,-49.349853,-1.304033778,141261000
23/09/2010,3710.610107,-24.439942,-0.654340415,133300600
24/09/2010,3782.47998,71.869873,1.936874825,191285800
27/09/2010,3766.159912,-16.320068,-0.431464756,109771000
28/09/2010,3762.350098,-3.809814,-0.101159114,157413800
29/09/2010,3737.120117,-25.229981,-0.670590996,143812000
30/09/2010,3715.179932,-21.940185,-0.587088033,160919000
01/10/2010,3692.090088,-23.089844,-0.621500019,135442000
04/10/2010,3649.810059,-42.280029,-1.145151608,113094000
05/10/2010,3731.929932,82.119873,2.24997662,124876600
06/10/2010,3764.909912,32.97998,0.883724523,145799900
07/10/2010,3770.469971,5.560059,0.147681064,134926800
08/10/2010,3763.179932,-7.290039,-0.193345632,123024800
11/10/2010,3768.48999,5.310058,0.14110561,99536800
12/10/2010,3748.860107,-19.629883,-0.520895188,127968000
13/10/2010,3828.340088,79.479981,2.120110613,126062800
14/10/2010,3819.169922,-9.170166,-0.239533735,153148800
15/10/2010,3827.370117,8.200195,0.214711447,145198400
18/10/2010,3834.5,7.129883,0.18628674,88536800
19/10/2010,3807.169922,-27.330078,-0.712741635,137790400
20/10/2010,3828.149902,20.97998,0.551064976,115420600
21/10/2010,3878.27002,50.120118,1.309251709,135072000
22/10/2010,3868.540039,-9.729981,-0.250884568,103381200
25/10/2010,3870,1.459961,0.037739328,90223000
26/10/2010,3852.659912,-17.340088,-0.448064289,113039400
27/10/2010,3815.77002,-36.889892,-0.957517477,125054700
28/10/2010,3834.840088,19.070068,0.499769847,115316500
29/10/2010,3833.5,-1.340088,-0.034945082,112293600
01/11/2010,3841.110107,7.610107,0.198515899,88108800
02/11/2010,3865.719971,24.609864,0.640696656,96852400
03/11/2010,3842.939941,-22.78003,-0.589282984,116760500
04/11/2010,3916.780029,73.840088,1.921447879,244575600
05/11/2010,3916.72998,-0.050049,-0.00127781,156369000
08/11/2010,3913.699951,-3.030029,-0.077361192,116917100
09/11/2010,3945.709961,32.01001,0.817896374,131200100
10/11/2010,3888.449951,-57.26001,-1.45119663,181527000
11/11/2010,3867.350098,-21.099853,-0.542628895,168785200
12/11/2010,3831.120117,-36.229981,-0.936816685,171830200
15/11/2010,3864.23999,33.119873,0.864495813,108250800
16/11/2010,3762.469971,-101.770019,-2.63363609,159943600
17/11/2010,3792.350098,29.880127,0.794162538,114469600
18/11/2010,3867.969971,75.619873,1.994010865,149425000
19/11/2010,3860.159912,-7.810059,-0.201916226,118989600
22/11/2010,3818.889893,-41.270019,-1.069127185,132362800
23/11/2010,3724.419922,-94.469971,-2.473754773,157190800
24/11/2010,3747.610107,23.190185,0.622652265,159483400
25/11/2010,3760.419922,12.809815,0.341812906,103016400
26/11/2010,3728.649902,-31.77002,-0.844852986,139703200
29/11/2010,3636.959961,-91.689941,-2.459065437,176573200
30/11/2010,3610.439941,-26.52002,-0.729180972,202078200
01/12/2010,3669.290039,58.850098,1.629997977,176499800
02/12/2010,3747.040039,77.75,2.118938519,186177800
03/12/2010,3750.550049,3.51001,0.093674206,151577200
06/12/2010,3749.22998,-1.320069,-0.035196677,110872600
07/12/2010,3810.5,61.27002,1.634202765,143962000
08/12/2010,3831.97998,21.47998,0.563705026,123966000
09/12/2010,3858.050049,26.070069,0.680328946,147906200
10/12/2010,3857.350098,-0.699951,-0.018142611,104236200
13/12/2010,3892.439941,35.089843,0.909687794,114030000
14/12/2010,3902.870117,10.430176,0.267959844,98932400
15/12/2010,3880.189941,-22.680176,-0.581115316,108015800
16/12/2010,3888.360107,8.170166,0.210560981,102082600
17/12/2010,3867.350098,-21.010009,-0.540330844,152973800
20/12/2010,3885.080078,17.72998,0.458452934,100344000
21/12/2010,3927.48999,42.409912,1.091609726,92340000
22/12/2010,3919.709961,-7.780029,-0.198091632,90292800
23/12/2010,3911.320068,-8.389893,-0.21404372,56607600
27/12/2010,3862.189941,-49.130127,-1.256100911,57584400
28/12/2010,3858.719971,-3.46997,-0.089844623,38975400
29/12/2010,3890.649902,31.929931,0.827474687,43576200
30/12/2010,3850.76001,-39.889892,-1.025275802,47107800
03/01/2011,3900.860107,50.100097,1.301044388,93826800
04/01/2011,3916.030029,15.169922,0.388886594,109202000
05/01/2011,3904.610107,-11.419922,-0.291619878,116335600
06/01/2011,3904.419922,-0.190185,-0.004870781,124397200
07/01/2011,3865.580078,-38.839844,-0.994766054,113235600
10/01/2011,3802.030029,-63.550049,-1.643997737,123908000
11/01/2011,3861.919922,59.889893,1.575208311,135100800
12/01/2011,3945.070068,83.150146,2.153077943,177690200
13/01/2011,3974.830078,29.76001,0.754359479,185024800
14/01/2011,3983.280029,8.449951,0.212586471,136628800
17/01/2011,3975.409912,-7.870117,-0.197578803,79477600
18/01/2011,4012.679932,37.27002,0.937513887,138535800
19/01/2011,3976.709961,-35.969971,-0.896407678,151931600
20/01/2011,3964.840088,-11.869873,-0.298484755,171667200
21/01/2011,4017.449951,52.609863,1.326910085,189639400
24/01/2011,4033.209961,15.76001,0.392288895,113053200
25/01/2011,4019.620117,-13.589844,-0.336948588,149305800
26/01/2011,4049.070068,29.449951,0.73265508,159649400
27/01/2011,4059.570068,10.5,0.259318802,155312400
28/01/2011,4002.320068,-57.25,-1.41024786,159516400
31/01/2011,4005.5,3.179932,0.079452216,149667400
01/02/2011,4072.620117,67.120117,1.675698839,145716600
02/02/2011,4066.530029,-6.090088,-0.149537345,135369200
03/02/2011,4036.590088,-29.939941,-0.736252795,132587800
04/02/2011,4047.209961,10.619873,0.263090202,125922000
07/02/2011,4090.800049,43.590088,1.077040441,135168800
08/02/2011,4108.27002,17.469971,0.427055119,150037800
09/02/2011,4090.73999,-17.53003,-0.426701018,148466600
10/02/2011,4095.139893,4.399903,0.10755763,274587200
11/02/2011,4101.310059,6.170166,0.150670457,225951400
14/02/2011,4096.620117,-4.689942,-0.114352291,179200200
15/02/2011,4110.339844,13.719727,0.334903569,145990600
16/02/2011,4151.259766,40.919922,0.995536222,181543800
17/02/2011,4152.310059,1.050293,0.025300585,178321000
18/02/2011,4157.140137,4.830078,0.116322672,166152200
21/02/2011,4097.410156,-59.729981,-1.436804607,123263600
22/02/2011,4050.27002,-47.140136,-1.150486141,170506800
23/02/2011,4013.120117,-37.149903,-0.917220403,160225400
24/02/2011,4009.639893,-3.480224,-0.086721152,198786200
25/02/2011,4070.379883,60.73999,1.514849004,129429800
28/02/2011,4110.350098,39.970215,0.981977509,130304200
01/03/2011,4067.149902,-43.200196,-1.051010132,156607600
02/03/2011,4034.320068,-32.829834,-0.807195082,168907600
03/03/2011,4060.76001,26.439942,0.655375418,126624400
04/03/2011,4020.209961,-40.550049,-0.998582751,105091800
07/03/2011,3990.409912,-29.800049,-0.741256036,76137000
08/03/2011,4015.909912,25.5,0.639032094,78340200
09/03/2011,3993.810059,-22.099853,-0.550307489,87044800
10/03/2011,3963.98999,-29.820069,-0.746657166,56764000
11/03/2011,3928.679932,-35.310058,-0.890770615,56519600
14/03/2011,3878.040039,-50.639893,-1.288979858,98051600
15/03/2011,3780.850098,-97.189941,-2.50616136,140934800
16/03/2011,3696.560059,-84.290039,-2.229393835,95758400
17/03/2011,3786.209961,89.649902,2.42522509,132872800
18/03/2011,3810.219971,24.01001,0.634143649,107533200
21/03/2011,3904.449951,94.22998,2.473085038,84480400
22/03/2011,3892.709961,-11.73999,-0.300682302,97281600
23/03/2011,3913.72998,21.020019,0.539984207,67882600
24/03/2011,3968.840088,55.110108,1.408122387,47473600
25/03/2011,3972.379883,3.539795,0.08918966,53107800
28/03/2011,3976.949951,4.570068,0.115046097,121680800
29/03/2011,3987.800049,10.850098,0.272824605,113657600
30/03/2011,4024.439941,36.639892,0.918799628,124535200
31/03/2011,3989.179932,-35.260009,-0.87614698,127460400
01/04/2011,4054.76001,65.580078,1.64394886,150410000
04/04/2011,4042.919922,-11.840088,-0.292004656,100169600
05/04/2011,4041.73999,-1.179932,-0.029185144,116996200
06/04/2011,4048.159912,6.419922,0.158840549,134534400
07/04/2011,4028.300049,-19.859863,-0.490589884,125786200
08/04/2011,4061.909912,33.609863,0.834343584,99894800
11/04/2011,4038.699951,-23.209961,-0.571405115,96334600
12/04/2011,3976.600098,-62.099853,-1.537619872,136738400
13/04/2011,4006.22998,29.629882,0.745105901,125471800
14/04/2011,3970.389893,-35.840087,-0.894608826,141820400
15/04/2011,3974.47998,4.090087,0.103014744,128157600
18/04/2011,3881.23999,-93.23999,-2.345967031,177310600
19/04/2011,3908.580078,27.340088,0.704416322,122201800
20/04/2011,4004.620117,96.040039,2.457159303,145177200
21/04/2011,4021.879883,17.259766,0.430996337,117981600
26/04/2011,4045.290039,23.410156,0.582069994,117611000
27/04/2011,4067.719971,22.429932,0.554470305,136070200
28/04/2011,4104.899902,37.179931,0.914023858,132981600
29/04/2011,4106.919922,2.02002,0.04920997,88112400
02/05/2011,4108.77002,1.850098,0.04504831,73176600
03/05/2011,4096.839844,-11.930176,-0.290358816,123666600
04/05/2011,4043.129883,-53.709961,-1.311009535,174613800
05/05/2011,4004.870117,-38.259766,-0.946290797,158508000
06/05/2011,4058.01001,53.139893,1.326881808,198353200
09/05/2011,4007.26001,-50.75,-1.250612982,156322200
10/05/2011,4052.51001,45.25,1.129200498,135958000
11/05/2011,4058.080078,5.570068,0.137447359,124748200
12/05/2011,4023.290039,-34.790039,-0.85730292,137773600
13/05/2011,4018.850098,-4.439941,-0.110355976,131363400
16/05/2011,3989.820068,-29.03003,-0.722346674,132068800
17/05/2011,3941.580078,-48.23999,-1.20907683,147591800
18/05/2011,3978,36.419922,0.923992949,116214600
19/05/2011,4027.73999,49.73999,1.250376823,138843000
20/05/2011,3990.850098,-36.889892,-0.915895567,142434000
23/05/2011,3906.97998,-83.870118,-2.101560218,147679000
24/05/2011,3916.879883,9.899903,0.253390165,114450200
25/05/2011,3928.98999,12.110107,0.30917739,125187400
26/05/2011,3917.219971,-11.770019,-0.299568567,118966800
27/05/2011,3950.97998,33.760009,0.861835926,126730400
30/05/2011,3942.530029,-8.449951,-0.21386975,45500200
31/05/2011,4006.939941,64.409912,1.633720264,158365800
01/06/2011,3964.810059,-42.129882,-1.051422847,142249400
02/06/2011,3889.870117,-74.939942,-1.890126914,115807400
03/06/2011,3890.679932,0.809815,0.020818561,121969600
06/06/2011,3863.399902,-27.28003,-0.701163562,109191200
07/06/2011,3871.919922,8.52002,0.220531662,104114200
08/06/2011,3837.97998,-33.939942,-0.876566217,134131800
09/06/2011,3878.649902,40.669922,1.059669988,125482600
10/06/2011,3805.090088,-73.559814,-1.896531418,129841400
13/06/2011,3807.610107,2.520019,0.066227578,71744800
14/06/2011,3864.580078,56.969971,1.496213357,116978400
15/06/2011,3806.850098,-57.72998,-1.493822843,134403400
16/06/2011,3792.310059,-14.540039,-0.381944091,190407000
17/06/2011,3823.73999,31.429931,0.828780625,234691000
20/06/2011,3799.659912,-24.080078,-0.629751972,111639000
21/06/2011,3877.070068,77.410156,2.0372917,121993800
22/06/2011,3871.370117,-5.699951,-0.147016972,110901000
