Date,Close,Rendement,Taux de rendement,Volume
23/06/2011,3787.790039,-83.580078,-2.158927601,149658400
24/06/2011,3784.800049,-2.98999,-0.078937585,165306200
27/06/2011,3796.550049,11.75,0.310452332,105267400
28/06/2011,3851.889893,55.339844,1.457635045,141402000
29/06/2011,3924.22998,72.340087,1.878041403,149301800
30/06/2011,3982.209961,57.979981,1.477486827,135571800
01/07/2011,4007.350098,25.140137,0.631311188,128423200
04/07/2011,4003.110107,-4.239991,-0.105805355,88648000
05/07/2011,3978.830078,-24.280029,-0.606529132,224301600
06/07/2011,3961.340088,-17.48999,-0.439576198,164595400
07/07/2011,3979.959961,18.619873,0.470039749,159199800
08/07/2011,3913.550049,-66.409912,-1.66860754,181067000
11/07/2011,3807.51001,-106.040039,-2.709561336,202009000
12/07/2011,3774.120117,-33.389893,-0.876948266,253102000
13/07/2011,3793.27002,19.149903,0.507400464,158020800
14/07/2011,3751.22998,-42.04004,-1.108279658,129300000
15/07/2011,3726.590088,-24.639892,-0.656848344,154508400
18/07/2011,3650.709961,-75.880127,-2.036181206,155673600
19/07/2011,3694.949951,44.23999,1.21181881,144050000
20/07/2011,3754.600098,59.650147,1.614369553,159089600
21/07/2011,3816.75,62.149902,1.655300175,219725600
22/07/2011,3842.699951,25.949951,0.679896535,151585800
25/07/2011,3812.969971,-29.72998,-0.773674249,122284800
26/07/2011,3787.879883,-25.090088,-0.658019554,131683400
27/07/2011,3734.070068,-53.809815,-1.420578705,163482000
28/07/2011,3712.659912,-21.410156,-0.573373172,247657600
29/07/2011,3672.77002,-39.889892,-1.074428926,217617000
01/08/2011,3588.050049,-84.719971,-2.306705036,195464800
02/08/2011,3522.790039,-65.26001,-1.818815488,187298600
03/08/2011,3454.939941,-67.850098,-1.926032981,270629800
04/08/2011,3320.350098,-134.589843,-3.895576922,285921000
05/08/2011,3278.560059,-41.790039,-1.258603393,373071600
08/08/2011,3125.189941,-153.370118,-4.677971891,324537000
09/08/2011,3176.189941,51,1.631900811,409099800
10/08/2011,3002.98999,-173.199951,-5.453072839,396477400
11/08/2011,3089.659912,86.669922,2.886120909,403786200
12/08/2011,3213.879883,124.219971,4.020506287,262638400
15/08/2011,3239.060059,25.180176,0.783482175,130932600
16/08/2011,3230.899902,-8.160157,-0.251929784,140077000
17/08/2011,3254.340088,23.440186,0.725500223,139923000
18/08/2011,3076.040039,-178.300049,-5.478838848,225148200
19/08/2011,3016.98999,-59.050049,-1.919677516,236184000
22/08/2011,3051.360107,34.370117,1.139218795,140543000
23/08/2011,3084.370117,33.01001,1.08181299,144741200
24/08/2011,3139.550049,55.179932,1.789017852,137490200
25/08/2011,3119,-20.550049,-0.654553955,165541000
26/08/2011,3087.639893,-31.360107,-1.005453895,147228800
29/08/2011,3154.199951,66.560058,2.155693679,88143400
30/08/2011,3159.73999,5.540039,0.17564007,116729200
31/08/2011,3256.76001,97.02002,3.070506444,179748000
01/09/2011,3265.830078,9.070068,0.278499735,176261000
02/09/2011,3148.530029,-117.300049,-3.591737665,170000200
05/09/2011,2999.540039,-148.98999,-4.732049198,210686000
06/09/2011,2965.639893,-33.900146,-1.130178146,227916000
07/09/2011,3073.179932,107.540039,3.626200175,148162400
08/09/2011,3085.830078,12.650146,0.411630503,146587000
09/09/2011,2974.590088,-111.23999,-3.604864402,220775200
12/09/2011,2854.810059,-119.780029,-4.026774293,267001600
13/09/2011,2894.929932,40.119873,1.405342989,247813400
14/09/2011,2949.139893,54.209961,1.872582835,234078800
15/09/2011,3045.620117,96.480224,3.271469903,231246600
16/09/2011,3031.080078,-14.540039,-0.477408161,360134400
19/09/2011,2940,-91.080078,-3.004872047,176380200
20/09/2011,2984.050049,44.050049,1.498300986,202852800
21/09/2011,2935.820068,-48.229981,-1.616259118,154303600
22/09/2011,2781.679932,-154.140136,-5.250326397,230090800
23/09/2011,2810.110107,28.430175,1.022050548,226499000
26/09/2011,2859.340088,49.229981,1.751887973,202905000
27/09/2011,3023.379883,164.039795,5.73698091,208513200
28/09/2011,2995.620117,-27.759766,-0.918169965,162366600
29/09/2011,3027.649902,32.029785,1.06922052,164273800
30/09/2011,2981.959961,-45.689941,-1.509089309,176677200
03/10/2011,2926.830078,-55.129883,-1.848780122,161438000
04/10/2011,2850.550049,-76.280029,-2.606233603,220968200
05/10/2011,2973.899902,123.349853,4.327229864,189958600
06/10/2011,3075.370117,101.470215,3.412025231,211300200
07/10/2011,3095.560059,20.189942,0.656504461,168207000
10/10/2011,3161.469971,65.909912,2.129175682,138238600
11/10/2011,3153.52002,-7.949951,-0.251463752,147086200
12/10/2011,3229.76001,76.23999,2.417615538,195669400
13/10/2011,3186.939941,-42.820069,-1.325797238,210298800
14/10/2011,3217.889893,30.949952,0.971149522,154156800
17/10/2011,3166.060059,-51.829834,-1.610677671,155771600
18/10/2011,3141.100098,-24.959961,-0.788360313,153524600
19/10/2011,3157.340088,16.23999,0.517015997,187332800
20/10/2011,3084.070068,-73.27002,-2.320624892,188070600
21/10/2011,3171.340088,87.27002,2.829702895,158792600
24/10/2011,3220.459961,49.119873,1.548868038,127798000
25/10/2011,3174.290039,-46.169922,-1.43364372,145688400
26/10/2011,3169.620117,-4.669922,-0.147117054,139979600
27/10/2011,3368.620117,199,6.278354902,282367000
28/10/2011,3348.629883,-19.990234,-0.593425002,187220400
31/10/2011,3242.840088,-105.789795,-3.159196409,162597600
01/11/2011,3068.330078,-174.51001,-5.381394249,265743800
02/11/2011,3110.590088,42.26001,1.377296736,163604400
03/11/2011,3195.469971,84.879883,2.72873894,227668200
04/11/2011,3123.550049,-71.919922,-2.250683707,252337800
07/11/2011,3103.600098,-19.949951,-0.638694776,206315000
08/11/2011,3143.300049,39.699951,1.279158066,178067200
09/11/2011,3075.159912,-68.140137,-2.167789773,206955600
10/11/2011,3064.840088,-10.319824,-0.335586581,185762800
11/11/2011,3149.379883,84.539795,2.758375399,142159800
14/11/2011,3108.949951,-40.429932,-1.283742626,131608000
15/11/2011,3049.129883,-59.820068,-1.92412451,145882800
16/11/2011,3064.899902,15.770019,0.517197352,125450600
17/11/2011,3010.290039,-54.609863,-1.781782921,140556200
18/11/2011,2997.01001,-13.280029,-0.441154468,126345000
21/11/2011,2894.939941,-102.070069,-3.40573,140566000
22/11/2011,2870.679932,-24.260009,-0.838014242,166526600
23/11/2011,2822.429932,-48.25,-1.680786474,183383800
24/11/2011,2822.25,-0.179932,-0.006375074,165475000
25/11/2011,2856.969971,34.719971,1.230223084,128025400
28/11/2011,3012.929932,155.959961,5.458928956,162111800
29/11/2011,3026.76001,13.830078,0.459024216,129577200
30/11/2011,3154.620117,127.860107,4.224322595,246590000
01/12/2011,3129.949951,-24.670166,-0.782032862,150485200
02/12/2011,3164.949951,35,1.118228743,160039800
05/12/2011,3201.280029,36.330078,1.147887915,135224000
06/12/2011,3179.629883,-21.650146,-0.676296538,141994400
07/12/2011,3175.97998,-3.649903,-0.114790184,148582400
08/12/2011,3095.48999,-80.48999,-2.53433556,168175800
09/12/2011,3172.350098,76.860108,2.482970652,178013400
12/12/2011,3089.590088,-82.76001,-2.608791824,128300800
